Contrato;Empresa;Cód. Obra;Obra;Cód. Fornecedor;Fornecedor*;CPF/CNPJ Fornecedor; Objeto do Contrato;Data do Contrato;Data de Término;Situação do Contrato;Data da alteração de situação;Descrição da alteração de situação;Responsável;Situação de Autorização;Autorizado por;Cód. Tipo do Contrato;Tipo do Contrato;Total Mão de Obra;Total Material;Total;Total Medido;Saldo;Cód. Centro custo previsão;Centro custo previsão;Cód. departamento previsão;Departamento previsão;Observação da previsão;Total em Aberto;Total Sinal;Cód. Centro custo sinal;Centro custo sinal;Cód. Departamento sinal;Departamento sinal;Vencimento do sinal;Observação do sinal;Retém impostos no sinal;Total Fat. Direto;Total Fat. Direto Vinculado;Fat. direto outro(s) contrato(s);Fat. direto considera indice;Fat. direto por desconto
CTF/5200017;520 - SPE GLK ALPHAVILLE LTDA.;52010;PROJETO GLK ALPHAVILLE;1206;INFRATOP TOPOGRAFIA E OBRAS DE INFRAESTU;30.606.888/0001-71;LOCAÇÃO DE PONTOS DE SONDAGEM - INFRATOP 100 SERVIÇOS;05/03/2024;30/04/2024;Concluído;03/04/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.300,00;;R$ 1.300,00;R$ 1.300,00;;52020;INCORPORAÇÃO;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/5200016;520 - SPE GLK ALPHAVILLE LTDA.;52010;PROJETO GLK ALPHAVILLE;3660;3MA ENGENHARIA LTDA;09.180.570/0001-85;PROJETO DE BOMBEIROS - 3MA ENGENHARIA 100%SERVIÇO;20/02/2024;15/07/2026;Parcialmente medido;;;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 9.700,00;;R$ 9.700,00;R$ 5.380,00;R$ 4.320,00;52020;INCORPORAÇÃO;13;INCORPORAÇÃO;;R$ 5.820,00;;;;;;;;não;;;não;não;não
CTF/5200015;520 - SPE GLK ALPHAVILLE LTDA.;52010;PROJETO GLK ALPHAVILLE;2275;SILVIA CORREA MARQUES PROJETOS - ME;27.966.874/0001-54;ELABORAÇÃO DE FCA PARA DISPENSA DO IPHAN, PROTOCOLO E EMISSÃO DE TRE - SILVIA CORREA 100%SERVIÇOS;01/02/2024;30/04/2024;Concluído;05/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;WERLE SILVA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 3.000,00;;R$ 3.000,00;R$ 3.000,00;;52020;INCORPORAÇÃO;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/5200014;520 - SPE GLK ALPHAVILLE LTDA.;52010;PROJETO GLK ALPHAVILLE;3282;PIMENTA ASSOCIADOS ARQUITETURA E CONSULTORIA S/S;01.606.859/0001-01;PROJETO DE ACESSIBILIDADE - PIMENTA ASSOCIADOS 100% SERVIÇOS;29/01/2024;29/05/2024;Parcialmente medido;;;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 16.200,00;;R$ 16.200,00;R$ 4.860,00;R$ 11.340,00;52020;INCORPORAÇÃO;18;PRODUTO;;R$ 11.340,00;;;;;;;;não;;;não;não;não
CTF/5200013;520 - SPE GLK ALPHAVILLE LTDA.;52010;PROJETO GLK ALPHAVILLE;3529;CONTRACTORS PROJETOS DE AR CONDICIONADO EIRELI;29.631.218/0001-26;PROJETO DE CLIMATIZAÇÃO - CONTRACTORS 100%SERVIÇOS;17/01/2024;29/06/2025;Parcialmente medido;;;WERLE SILVA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 110.500,00;;R$ 110.500,00;R$ 33.150,00;R$ 77.350,00;52020;INCORPORAÇÃO;13;INCORPORAÇÃO;;R$ 77.350,00;;;;;;;;não;;;não;não;não
CTF/5200011;520 - SPE GLK ALPHAVILLE LTDA.;52010;PROJETO GLK ALPHAVILLE;3533;PHE - ENGENHARIA DE PROJETOS HIDRAULICOS E ELETRICOS LTDA;00.705.166/0001-03;CONTRATAÇÃO DE PROJETO DE INSTALAÇÕES HIDRAULICAS E ELÉTRICAS - PHE 100%SERVIÇOS;17/01/2024;25/07/2025;Parcialmente medido;;;WERLE SILVA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 477.500,00;;R$ 477.500,00;R$ 86.300,00;R$ 391.200,00;52020;INCORPORAÇÃO;13;INCORPORAÇÃO;;R$ 391.200,00;;;;;;;;não;;;não;não;não
CTF/5200010;520 - SPE GLK ALPHAVILLE LTDA.;52010;PROJETO GLK ALPHAVILLE;3626;OMNI  INFRAESTRUTURA E MEIO AMBIENTE LTDA;37.657.056/0001-23;OBTENÇÃO DE MANIFESTAÇÃO OFICIAL E FORMAL DA TRANSPETRO ( PETROBRAS ) - OMNI;10/01/2024;10/04/2025;Parcialmente medido;;;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 21.570,00;;R$ 21.570,00;R$ 12.699,00;R$ 8.871,00;52020;INCORPORAÇÃO;24;AREA TECNICA;;R$ 8.871,00;;;;;;;;não;;;não;não;não
CTF/5104208;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;4044;RHAFE CONSULTORIA E PROJETOS LTDA.;03.127.133/0001-11;PROJETO DE SINALIZAÇÃO VIARIA - RHAFE;11/12/2024;11/02/2025;Concluído;21/01/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 3.000,00;;R$ 3.000,00;R$ 3.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5104207;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;4151;EF COMUNICACAO VISUAL EIRELI;33.430.041/0001-77;COMUNICAÇÃO VISUAL BN;27/11/2024;31/12/2024;Concluído;04/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 1.840,00;R$ 1.840,00;R$ 1.840,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104206;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51020;ADMINISTRATIVO;4148;LEME CONSULTORIA EM ENGENHARIA LTDA;52.390.459/0001-42;AGENTE DE MONITORAMENTO/ ACOMPANHAMENTO DE OBRAS DO VISTA ALTA - B.INTERNATIONAL 100%SERVIÇOS;25/11/2024;31/12/2025;Parcialmente medido;;;WELISON DE OLIVEIRA SOUSA;Aprovada;WELISON DE OLIVEIRA SOUSA;2;MÃO DE OBRA;R$ 87.600,00;;R$ 87.600,00;R$ 36.569,00;R$ 51.031,00;51020;ADMINISTRATIVO;8;FINANCEIRO;Agente de Monitoramento para acompanhamento da Obra Vista Alta por conta da emissão das notas comerciais e CRI com RBR;R$ 51.031,00;;;;;;;;não;;;não;não;não
CTF/5104205;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3330;FAST ELETRONIC COMERCIO DE ELETRO - ELETRONICOS E ACESSORIOS LTDA;04.810.393/0001-50;COMPRA DE AR CONDICIONADO;21/11/2024;31/12/2024;Concluído;04/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 9.000,00;R$ 9.000,00;R$ 9.000,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104204;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3336;CRISTIANE SECANECHIA BAIOCHI CIPRIANO;17.872.270/0001-95;COMPRA DE BEBEDOUROS INDUSTRIAIS;21/11/2024;31/12/2024;Concluído;04/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 19.704,72;R$ 19.704,72;R$ 19.704,72;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104203;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;4109;HR TREINAMENTOS, ASSESSORIA E CONSULTORIA EM SEGURANCA DO TRABALHO LTDA;15.127.784/0001-90;TREINAMENTO DE BRIGADA DE INCÊNDIO;20/11/2024;30/11/2024;Concluído;04/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.900,00;;R$ 1.900,00;R$ 1.900,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104202;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;4134;ESPAFERRO ESPACADORES PARA FERRAGENS LTDA;17.384.956/0001-37;ESPAÇADORES, NIVELADORES E CUNHA P/ PORCELANATO;16/11/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 5.915,00;R$ 5.915,00;R$ 5.715,00;R$ 200,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 200,00;;;;;;;;não;;;não;não;não
CTF/5104201;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3956;ALUMINC CONSULTORIA EMPRESARIAL LTDA;37.325.661/0001-05;"Empreitada Global com fornecimento de materiais para execução de
esquadrias de alumínio.";15/11/2024;15/08/2025;Parcialmente medido;;;WILLIAN BEZERRA;Aprovada;WILLIAN BEZERRA;3;MATERIAIS;;R$ 2.871.760,00;R$ 2.871.760,00;R$ 189.535,04;R$ 2.682.224,96;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 2.708.587,96;;;;;;;;não;;;não;não;não
CTF/5104200;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;4125;RENTALTERRA LOCACAO DE EQUIPAMENTOS DE TERRAPLENAGEM LTDA;59.427.559/0001-45;LOCAÇÃO DE MAQUINA - RETROESCAVADEIRA;08/11/2024;30/11/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 192.175,00;;R$ 192.175,00;R$ 159.206,92;R$ 32.968,08;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 32.968,08;;;;;;;;não;;;não;não;não
CTF/5104199;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3887;C.D. BATISTA PINTURAS EM GERAL EIRELI;21.190.041/0001-68;MATERIAIS PARA MÃO DE OBRA DE PINTURA;05/11/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 871.917,61;R$ 871.917,61;R$ 5.276,03;R$ 866.641,58;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 866.641,58;;;;;;;;não;;;não;não;não
CTF/5104198;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3433;HN MADEIRAS E COMPENSADOS;49.769.574/0001-18;MADEIRAS PARA FUNDAÇÕES;05/11/2024;30/11/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 128.500,00;R$ 128.500,00;R$ 119.480,00;R$ 9.020,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 9.020,00;;;;;;;;não;;;sim;não;não
CTF/5104197;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3821;MASSON E GARCIA ENGENHARIA LTDA;30.388.104/0001-86;REVISÃO DE PROJETO DE FUNDAÇÃO DO CLUBE RESIDENCIAL VISTA ALTA;01/11/2024;31/12/2024;Concluído;07/11/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 12.000,00;;R$ 12.000,00;R$ 12.000,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104196;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;4086;PHAROS INSTALACOES E ENGENHARIA LTDA;25.173.498/0001-15;M.O DE OBRA CIVIL;29/10/2024;31/03/2026;Totalmente medido;;;RAFAEL SUDA;Aprovada;WILLIAN BEZERRA;2;MÃO DE OBRA;R$ 574.400,40;;R$ 574.400,40;R$ 574.400,40;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104195;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3887;C.D. BATISTA PINTURAS EM GERAL EIRELI;21.190.041/0001-68;MÃO DE OBRA PARA EXECUÇÃO DE SERVIÇOS DE PINTURA;01/08/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 3.487.670,43;;R$ 3.487.670,43;R$ 36.382,23;R$ 3.451.288,20;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 3.451.288,20;;;;;;;;não;;;não;não;não
CTF/5104194;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;4016;CEDRO ENGENHARIA, CONSULTORIA E COMERCIO LTDA;28.108.294/0001-99;ENSAIO DE CARREGAMENTO DINAMICO (ECD);10/10/2024;31/10/2024;Concluído;15/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 51.000,00;;R$ 51.000,00;R$ 51.000,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104193;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3670;LOCAP ANDAIMES LTDA;13.515.503/0001-41;ADITIVO DE CONTRATO - Locação de Andaimes Muros 1 e 10 - PMG (Parte de serviços);02/10/2024;25/12/2024;Concluído;08/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 18.601,00;;R$ 18.601,00;R$ 18.601,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104192;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3992;INDUSTRIA DE PIAS GHELPLUS LTDA;82.240.821/0001-60;CUBA INOX;05/09/2024;30/09/2024;Concluído;12/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 1.310,40;R$ 1.310,40;R$ 1.310,40;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104191;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3991;LUIZ H. S. DE ABREU;38.350.995/0001-93;SERRALHERIA - FATURAMENTO DIRETO (MATERIAIS);28/08/2024;31/08/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 2.821.975,40;R$ 2.821.975,40;R$ 2.643.520,19;R$ 178.455,21;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 178.455,21;;;;;;;;não;;;não;não;não
CTF/5104190;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3991;LUIZ H. S. DE ABREU;38.350.995/0001-93;SERRALHERIA - MÃO DE OBRA;28/08/2024;31/07/2025;Pendente;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 313.552,82;;R$ 313.552,82;;R$ 313.552,82;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 313.552,82;;;;;;;;não;;;não;não;não
CTF/5104189;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3927;PROJECOM ESQUADRIAS DE ALUMINIO - EIRELI;18.107.812/0001-04;ESQUADRIAS DE ALUMINIO - MODELO;27/08/2024;31/08/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 250.087,34;R$ 250.087,34;R$ 184.789,01;R$ 65.298,33;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 65.298,33;;;;;;;;não;;;sim;não;não
CTF/5104188;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3953;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;61.064.838/0001-33;ARGAMASSA AC II e AC III;22/08/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 197.069,64;R$ 197.069,64;R$ 50.985,20;R$ 146.084,44;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 146.084,44;;;;;;;;não;;;não;não;não
CTF/5104187;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3926;S TUNES FUNDACOES EIRELI;40.692.325/0001-05;ESTACAS ESCAVADAS;16/08/2024;31/08/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 139.535,00;;R$ 139.535,00;R$ 133.715,50;R$ 5.819,50;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 5.819,50;;;;;;;;não;;;não;não;não
CTF/5104186;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;2858;CASA MIMOSA HIDRAULICA E ACABAMENTOS LTDA;62.978.978/0001-80;LOUÇAS E METAIS MODELO;15/08/2024;31/08/2025;Parcialmente medido;;;RAFAEL SUDA;Aguardando autorização;WILLIAN BEZERRA;3;MATERIAIS;;R$ 73.617,16;R$ 73.617,16;R$ 61.110,60;R$ 12.506,56;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 12.506,56;;;;;;;;não;;;não;não;não
CTF/5104185;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3950;R G DOS SANTOS MARMORARIA;12.608.665/0001-61;MARMORE E GRANITO;14/08/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 1.103.931,42;R$ 1.103.931,42;R$ 31.136,41;R$ 1.072.795,01;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 1.072.795,01;;;;;;;;não;;;não;não;não
CTF/5104184;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3929;TRIANGLE ENGENHARIA LTDA;42.866.586/0001-11;FORRO E DRYWALL;13/08/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 525.622,09;R$ 2.102.488,34;R$ 2.628.110,43;R$ 242.578,44;R$ 2.385.531,99;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 2.385.531,99;;;;;;;;não;;;não;não;não
CTF/5104183;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3785;JF FUNDACOES E LOCACOES LTDA;41.299.065/0001-67;LOCAÇÃO DE BOB CAT - TRANSBORDO DE MATERIAIS;13/08/2024;31/12/2025;Totalmente medido;;;RAFAEL SUDA;Aguardando autorização;WILLIAN BEZERRA;1;MATERIAIS E MÃO DE OBRA;R$ 46.057,50;R$ 107.467,50;R$ 153.525,00;R$ 153.525,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104182;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3581;COMPANHIA NACIONAL DE CIMENTO - CNC;07.957.149/0001-02;ENSACADOS - CIMENTO;13/08/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 154.291,16;R$ 154.291,16;R$ 129.897,60;R$ 24.393,56;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 39.625,56;;;;;;;;não;;;não;não;não
CTF/5104181;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3599;JNA COMERCIAL IMPORTACAO E EXPORTACAO DE FERRAMENTAS EIRELI;23.431.536/0001-67;MATERIAIS - INSUMOS PARA ALVENARIA E FACHADA;07/08/2024;31/12/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 285.252,50;R$ 285.252,50;R$ 204.832,13;R$ 80.420,37;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 97.941,37;;;;;;;;não;;;não;não;não
CTF/5104180;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3618;SOLOFIX ENGENHARIA E FUNDACOES LTDA;00.770.488/0001-36;"Empreitada Global com fornecimento de Mão de obra para execução de 
contenção dos muros (1,2,5,9,10,11 e 12) - ADITIVO";07/08/2024;31/03/2025;Concluído;05/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 800.000,00;;R$ 800.000,00;R$ 832.014,40;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104178;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3830;MANOEL MARCHETTI S.A.;84.148.436/0005-46;ESQUADRIAS DE MADEIRAS;05/08/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 899.578,73;R$ 899.578,73;R$ 127.058,56;R$ 772.520,17;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 772.520,17;;;;;;;;não;;;não;não;não
CTF/5104177;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3901;CHS EMPREITEIRA E CONSTRUCOES LTDA;54.726.333/0001-21;FATURAMENTO DIRETO - COMPRA DE MATERIAIS PARA EXECUÇÃO DE ESTRUTURA DE CONCRETO ARMADO;19/07/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 824.276,17;R$ 824.276,17;R$ 342.308,03;R$ 481.968,14;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 489.184,52;;;;;;;;não;;;sim;não;não
CTF/5104176;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3445;TECNNIKA - TECNOLOGIA EM INSTALAÇÕES PREIDIAIS LTDA (BN ENGENHARIA);48.836.637/0001-49;"MÃO DE OBRA - 	Instalações elétricas e Hidráulicas empreitada global Residencial;";15/07/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 3.905.934,77;;R$ 3.905.934,77;R$ 1.903.658,56;R$ 2.002.276,21;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 2.038.344,51;;;;;;;;não;;;não;não;não
CTF/5104175;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3445;TECNNIKA - TECNOLOGIA EM INSTALAÇÕES PREIDIAIS LTDA (BN ENGENHARIA);48.836.637/0001-49;"FATURAMENTO DIRETO - Empreitada Global com fornecimento Materiais Elétricos e Hidráulicos para 
serviços dos enterrados e embutidos em laje;";15/07/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 5.822.420,83;R$ 5.822.420,83;R$ 3.853.172,13;R$ 1.969.248,70;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 2.012.781,79;;;;;;;;não;;;não;não;não
CTF/5104174;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3716;TDM FUNDACOES E CONSTRUCOES LTDA;52.383.406/0001-02;FATURAMENTO DIRETO - PISO E DRENAGEM;12/07/2024;30/09/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 647.394,95;R$ 647.394,95;R$ 645.290,84;R$ 2.104,11;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 3.964,11;;;;;;;;não;;;não;não;não
CTF/5104173;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3716;TDM FUNDACOES E CONSTRUCOES LTDA;52.383.406/0001-02;MÃO DE OBRA - Empreita global com fornecimento de equipamentos e mão de obra para execução de piso e drenagem.;12/07/2024;31/07/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 285.475,30;R$ 213.711,26;R$ 499.186,56;R$ 499.145,89;R$ 40,67;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 40,67;;;;;;;;não;;;não;não;não
CTF/5104172;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3909;SERVTEC SERVICOS EM OBRAS DE ENG E COM DE MAT PARA CONSTR CIVIL EIRELI;31.861.595/0001-01;FATURAMENTO DIRETO - IMPERMEBILIZAÇÃO;11/07/2024;30/09/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 2.519.354,92;R$ 2.519.354,92;R$ 1.463.110,10;R$ 1.056.244,82;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 1.056.244,82;;;;;;;;não;;;sim;não;não
CTF/5104171;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3909;SERVTEC SERVICOS EM OBRAS DE ENG E COM DE MAT PARA CONSTR CIVIL EIRELI;31.861.595/0001-01;MÃO DE OBRA - IMPERMEABLILIZAÇÃO;11/07/2024;30/09/2025;Parcialmente medido;;;WILLIAN BEZERRA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.079.723,53;;R$ 1.079.723,53;R$ 90.677,16;R$ 989.046,37;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 989.046,37;;;;;;;;não;;;não;não;não
CTF/5104170;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3448;CONCRELONGO SERVICOS DE CONCRETAGEM LTDA;04.656.185/0022-72;CONCRELONGO - CONCRETO PARA ESTRUTURA;06/07/2024;30/06/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 2.352.490,90;R$ 1.375.854,44;R$ 3.728.345,34;R$ 3.157.295,94;R$ 571.049,40;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 912.254,40;;;;;;;;não;;;não;não;não
